model,target,location,season,disease,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,wis_relative_skill,wis_scaled_relative_skill,pop,density,inpatient_beds,median_facilities,burden,wis_per100k,normalized_wis_dens,wis_hosp_capacity,wis_facilities,wis_burden,omega
Ensemble,wk inc hosp,nj,2023-2024,COVID-19,0.26972098065107514,0.043301544811581084,0.06993127204398956,0.1564881637955045,-0.10890909090909091,0.6181818181818182,0.9757575757575757,0.4210144254681527,0.8024740617473268,0.41319164746561204,9267130,1260.0290755,22275.18137254902,72,17636,0.002910512538953,2.1405933076905028e-4,1.2108587406765976e-5,0.0037461247312649323,1.529377300130841e-5,18.481467111760164
Ensemble,wk inc hosp,nj,2023-2024,Influenza,0.2671382092385513,0.028847301798894925,0.13209270548263508,0.10619820195702132,-0.2061818181818182,0.4909090909090909,0.8090909090909091,0.39935857408511827,0.7836949753874267,0.6588543715358578,9267130,1260.0290755,22275.18137254902,72,7135,0.002882642298516923,2.1200955948778128e-4,1.1992639016971641e-5,0.0037102529060909903,3.7440533880665914e-5,22.34639232822524
Ensemble,wk inc hosp,nm,2022-2023,COVID-19,0.24399970662723203,0.0656223168146352,0.026798355812108068,0.15157903400048875,0.02639593908629441,0.7360406091370558,0.9898477157360406,0.35670644166145565,0.7705837680284275,0.4526657680068605,2115877,17.441507027,3950.002747252747,37,5034,0.011531847391281819,0.013989599995545846,6.177203466426331e-5,0.006594586665600866,4.847034299309337e-5,10.102301537939773
Ensemble,wk inc hosp,nm,2022-2023,Influenza,0.41444232676838705,0.1346931250683561,0.12419457590295445,0.15555462579707652,0.018145161290322582,0.43548387096774194,0.7741935483870968,0.6408023692435081,0.9098662405959891,0.68722487474794125,2115877,17.441507027,3950.002747252747,37,2865,0.01958725988176,0.02376184157291095,1.0492203506861721e-4,0.011201143966713163,1.4465700759804084e-4,17.85993602542597
Ensemble,wk inc hosp,nm,2023-2024,COVID-19,0.276722451712807,0.03834149517802764,0.03475079942687974,0.20363015710789967,-0.00787878787878789,0.793939393939394,1,0.38977763551231004,0.7825798332031174,0.41731653236260524,2115877,17.441507027,4221.901960784314,37,2716,0.013078380818582888,0.015865742064858957,6.554449967886027e-5,0.007478985181427217,1.018860278765858e-4,11.129142787100621
Ensemble,wk inc hosp,nm,2023-2024,Influenza,0.3238248175882256,0.05140962234398834,0.13891508478682504,0.13350011045741222,-0.12972727272727275,0.509090909090909,0.8545454545454545,0.49434880513760343,0.7779128989243527,0.7161062622455135,2115877,17.441507027,4221.901960784314,37,2079,0.015304519950272422,0.018566332432566442,7.670116942461351e-5,0.00875202209697907,1.5575989301982955e-4,14.437707859075688
Ensemble,wk inc hosp,nv,2022-2023,COVID-19,0.21074080710069756,0.03890653382399329,0.02323598337549513,0.14859828990120916,0.041269035532994915,0.7766497461928934,0.9898477157360406,0.2971747884000237,0.7790667780259782,0.32958148736416365,3143991,28.618062094,7117.291208791209,41,8002,0.006702971067687457,0.00736390907282576,2.9609692918057443e-5,0.005140019685382868,2.6336016883366355e-5,14.367554317160103
Ensemble,wk inc hosp,nv,2022-2023,Influenza,0.5795816151421893,0.18350617063281838,0.19607785961487256,0.19999758489449831,-8.870967741935491e-4,0.5241935483870968,0.717741935483871,0.8103912321677543,0.9676908413826516,0.7554447329395526,3143991,28.618062094,7117.291208791209,41,2324,0.018434582514459785,0.0202523012647912,8.143289323700788e-5,0.014136136954687545,2.4938967949319677e-4,20.14776244483929
Ensemble,wk inc hosp,nv,2023-2024,COVID-19,0.2139930023340341,0.02256201758930554,0.0313872850737748,0.16004369967095375,-0.0896969696969697,0.8545454545454545,1,0.2803484483672601,0.782216176458107,0.3237682681484668,3143991,28.618062094,6934.112745098039,40,4330,0.006806412688014504,0.007477550423615141,3.086090610299249e-5,0.005349825058350853,4.942101670531965e-5,10.434623535977948
Ensemble,wk inc hosp,nv,2023-2024,Influenza,0.23467031349245498,0.0344415328886954,0.07227773972449517,0.12795104087926443,-0.1489090909090909,0.5909090909090909,0.9545454545454546,0.3415959620195286,0.7554296184438538,0.6336509223552123,3143991,28.618062094,6934.112745098039,40,1626,0.007464089861976544,0.008200077025538897,3.3842875378447144e-5,0.005866757837311375,1.4432368603472016e-4,15.001867534927072
Ensemble,wk inc hosp,ny,2022-2023,COVID-19,0.13545124834084593,0.014957012962395027,0.02298224588066439,0.09751198949778653,-0.05964467005076142,0.8020304568527918,0.9949238578680203,0.18144625078803397,0.8659997686744954,0.30602805509357484,19835913,420.93596008,44984.83516483517,159,83110,6.828586530947475e-4,3.2178588000679025e-4,3.0110424511842767e-6,8.51894643653119e-4,1.629782797988761e-6,15.01534889573356
Ensemble,wk inc hosp,ny,2022-2023,Influenza,0.3659065948384805,0.07040948832719254,0.1585213530202329,0.13697575349105504,-0.11725806451612902,0.5564516129032258,0.717741935483871,0.4785105788070604,0.868451696258855,0.6281880133869849,19835913,420.93596008,44984.83516483517,159,12997,0.001844667270109929,8.692690326788402e-4,8.133998790875002e-6,0.0023012993386067955,2.8153158024042507e-5,32.04068289088534
Ensemble,wk inc hosp,ny,2023-2024,COVID-19,0.2351699248912659,0.03815004818087896,0.06674779032106636,0.13027208638932058,-0.11642424242424243,0.5818181818181818,0.9575757575757575,0.3814294394504329,0.7508955154040322,0.3717592062663023,19835913,420.93596008,45605.72549019608,158,40425,0.0011855765090886712,5.58683379881755e-4,5.156587739007039e-6,0.0014884172461472524,5.817437845176646e-6,22.955379811340904
Ensemble,wk inc hosp,ny,2023-2024,Influenza,0.24597950839407326,0.024884666771616826,0.12096094966461865,0.10013389195783778,-0.2877272727272727,0.4,0.9,0.38980902096407544,0.7723233513183774,0.6681785337199692,19835913,420.93596008,45605.72549019608,158,15275,0.0012400715227681896,5.843632564614442e-4,5.393610248497237e-6,0.0015568323316080587,1.6103404804849314e-5,20.75351096569289
Ensemble,wk inc hosp,oh,2022-2023,COVID-19,0.17204399391427935,0.06027871664498177,0.013835274998319757,0.09793000227097783,0.1851776649746193,0.6852791878172588,0.9847715736040609,0.2733752289234501,0.8231835718550847,0.40832939749168395,11780017,288.30981725,26337.10989010989,179,40789,0.0014604732226980602,5.967330407104941e-4,6.532379392884157e-6,9.611396308060299e-4,4.217901736112171e-6,17.926600044415476
Ensemble,wk inc hosp,oh,2022-2023,Influenza,0.41662513651700017,0.1033615830542357,0.1727941523603841,0.14046940110238038,-0.007177419354838711,0.5806451612903226,0.717741935483871,0.544449324002427,0.8996166561221179,0.6435945321128046,11780017,288.30981725,26337.10989010989,179,7444,0.0035367108257738523,0.0014450605272165779,1.5818939065650907e-5,0.0023275147291452526,5.596791194478777e-5,27.414514582974714
Ensemble,wk inc hosp,oh,2023-2024,COVID-19,0.2622190947771986,0.04126386272922241,0.0672104416848902,0.15374479036308603,-0.09260606060606061,0.593939393939394,0.9454545454545454,0.4145374618804964,0.7654822479466817,0.3921146023896461,11780017,288.30981725,27808.049019607843,177,21944,0.002225965334151883,9.095045644936277e-4,9.429611354335009e-6,0.0014814638123005573,1.1949466586638655e-5,17.83476908483643
Ensemble,wk inc hosp,oh,2023-2024,Influenza,0.278009460388792,0.029685665380270534,0.14454593802956503,0.1037778569789564,-0.33254545454545453,0.34545454545454546,0.8272727272727273,0.4301674841469449,0.8079945398594874,0.6991688351518696,11780017,288.30981725,27808.049019607843,177,9296,0.0023600089914029157,9.642733051567359e-4,9.99744571051222e-6,0.0015706749174508022,2.990635331204733e-5,19.094341352784227
Ensemble,wk inc hosp,ok,2022-2023,COVID-19,0.23224546044843755,0.07006677838027679,0.012073345476929617,0.15010533659123115,0.22588832487309646,0.7969543147208121,1,0.35883314941743716,0.7690543890501277,0.4417762809153271,3986639,58.117159393,9125.936813186812,116,10570,0.005825595456434293,0.003996159875570427,2.5448944607291944e-5,0.0020021160383485994,2.1972134384904215e-5,12.225924390490238
Ensemble,wk inc hosp,ok,2022-2023,Influenza,0.3283473130205044,0.048430756954363254,0.14188869847130176,0.13802785759483943,-0.12661290322580646,0.6048387096774194,0.8306451612903226,0.4101061747911261,0.7891282234103956,0.5698275139018011,3986639,58.117159393,9125.936813186812,116,6421,0.008236193771758727,0.005649748137209415,3.597957335690167e-5,0.002830580284659521,5.113647609725968e-5,30.385698161353837
Ensemble,wk inc hosp,ok,2023-2024,COVID-19,0.284876862833776,0.0373051339828759,0.057052934903161934,0.19051879394773819,-0.039393939393939405,0.6484848484848484,1,0.43649806017323034,0.7732775765704515,0.42569525054923707,3986639,58.117159393,8553.882352941177,115,6741,0.007145790296883565,0.0049017685277317315,3.330380885304363e-5,0.002477190111598052,4.2260326781453194e-5,12.094950419063666
Ensemble,wk inc hosp,ok,2023-2024,Influenza,0.22943365708766805,0.05669785327133738,0.056720515878399685,0.11601528793793099,-0.07290909090909091,0.5272727272727272,0.9272727272727272,0.36723198886868536,0.7292535143103632,0.5708822276780556,3986639,58.117159393,8553.882352941177,115,3989,0.005755064782330882,0.00394777823768349,2.682216654625596e-5,0.0019950752790232006,5.7516584880337944e-5,17.731528334166256
Ensemble,wk inc hosp,or,2022-2023,COVID-19,0.17361198447747134,0.04006697783602936,0.011710517297179134,0.12183448934426284,0.1383248730964467,0.8071065989847716,0.9949238578680203,0.23715748761103445,0.7778132905090703,0.3836596784978525,4246155,44.232678273,6656.626373626374,58,10333,0.004088686929174073,0.003924971113120355,2.6081076919883006e-5,0.0029933100771977815,1.680170177852234e-5,11.566728330417863
Ensemble,wk inc hosp,or,2022-2023,Influenza,0.5657882262483791,0.13461825132680366,0.24247358160715776,0.18869639331441762,-0.007096774193548392,0.5483870967741935,0.7580645161290323,0.7814857347022686,0.9342422894228987,0.7116659445476142,4246155,44.232678273,6656.626373626374,58,3695,0.013324719098770043,0.012791181731216602,8.499624201382825e-5,0.009754969418075502,1.5312265933650315e-4,29.490449163841028
Ensemble,wk inc hosp,or,2023-2024,COVID-19,0.22692140176903364,0.04307936943280611,0.03556924131155837,0.14827279102466914,-0.040909090909090916,0.7333333333333333,0.9939393939393939,0.33602361185147184,0.750128271257443,0.39796916198393384,4246155,44.232678273,6647.578431372549,58,5125,0.0053441619952411925,0.00513017548628857,3.413594952082128e-5,0.003912437961535063,4.427734668664071e-5,11.27338506370773
Ensemble,wk inc hosp,or,2023-2024,Influenza,0.25128853061074335,0.04063782566084111,0.08538595979228597,0.1252647451576163,-0.1459090909090909,0.5818181818181818,0.9181818181818182,0.3686398387015532,0.7663639214791361,0.7257835141716477,4246155,44.232678273,6647.578431372549,58,1727,0.005918025380862058,0.005681060709455886,3.7801514221301024e-5,0.0043325608725990235,1.4550580811276395e-4,11.01561892201125
Ensemble,wk inc hosp,pa,2022-2023,COVID-19,0.1481254530177042,0.04073790912661164,0.004653497853523185,0.10273404603756937,0.19847715736040608,0.7918781725888325,1,0.2081487162188088,0.9068795497790958,0.3984921838869304,12964056,289.74978553,31482.68131868132,172,41706,0.0011425857233083858,5.112185078817518e-4,4.704982130280273e-6,8.611944942889778e-4,3.5516581071717304e-6,14.000438287489892
Ensemble,wk inc hosp,pa,2022-2023,Influenza,0.33082534190463225,0.04827439969060668,0.16699773457787936,0.11555320763614621,-0.27838709677419354,0.46774193548387094,0.6854838709677419,0.47632243053185497,0.8531976055221603,0.8039627608729977,12964056,289.74978553,31482.68131868132,172,12507,0.002551866035634467,0.0011417621631695026,1.05081691916859e-5,0.001923403150608327,2.6451214672154173e-5,24.48086837752549
Ensemble,wk inc hosp,pa,2023-2024,COVID-19,0.22075755825476887,0.04874998562795793,0.03641370432754033,0.1355938682992706,0.0016969696969696961,0.6787878787878788,0.9818181818181818,0.33124419366156344,0.7307680228493092,0.36892736571884227,12964056,289.74978553,30759.470588235297,172,23635,0.0017028432942187911,7.61890324960783e-4,7.1768971972880096e-6,0.001283474175899819,9.340281711646663e-6,17.59135692385264
Ensemble,wk inc hosp,pa,2023-2024,Influenza,0.24357756548934043,0.049529040530387106,0.09743353674977472,0.0966149882091786,-0.14672727272727273,0.42727272727272725,0.8727272727272727,0.403829750171624,0.8244961888885445,0.6861106212905271,12964056,289.74978553,30759.470588235297,172,9963,0.0018788685075823526,8.406479578364381e-4,7.918782762877022e-6,0.0014161486365659327,2.4448214944227683e-5,16.77554112834141
Ensemble,wk inc hosp,pr,2022-2023,COVID-19,0.303296329007744,0.039622628243090326,0.03396708596346741,0.22970661480118626,-0.0418781725888325,0.817258883248731,0.9949238578680203,0.3948386830354125,0.9582119639598958,0.4472447027736,NA,NA,7590.478021978022,50,6503,NA,NA,3.9957474104998096e-5,0.00606592658015488,4.6639447794516994e-5,NA
Ensemble,wk inc hosp,pr,2022-2023,Influenza,0.23440230088168984,0.07053305022714478,0.05233870779182523,0.11153054286271986,-0.04741935483870968,0.5403225806451613,0.9193548387096774,0.3586949369766318,0.764954861924497,0.8752714525196067,NA,NA,7590.478021978022,50,2982,NA,NA,3.088109868745873e-5,0.004688046017633797,7.860573470210927e-5,NA
Ensemble,wk inc hosp,pr,2023-2024,COVID-19,0.274350473281622,0.051587061602680485,0.026575314978915902,0.1961880967000256,0.060606060606060594,0.7757575757575758,1,0.36645060131564416,0.7963956492447584,0.3720998755405575,NA,NA,8131.318627450981,54,2779,NA,NA,3.373997328741081e-5,0.005080564320030036,9.87227323791371e-5,NA
Ensemble,wk inc hosp,pr,2023-2024,Influenza,0.1622190977046809,0.04588340868272732,0.02571198808614806,0.09062370093580552,0.043363636363636354,0.6545454545454545,0.9454545454545454,0.2442730878609254,0.8450350883206005,0.8798692545985887,NA,NA,8131.318627450981,54,2075,NA,NA,1.994991281697365e-5,0.0030040573649014984,7.81778784118944e-5,NA
Ensemble,wk inc hosp,ri,2022-2023,COVID-19,0.2676879543315359,0.04632221681210728,0.04017271320265014,0.1811930243167785,-0.014467005076142144,0.7563451776649747,0.9847715736040609,0.38761469860903286,0.821052204723895,0.5395550884568001,1095610,1059.6989939,2193.1236263736264,11,2918,0.024432777569713304,2.526075384353877e-4,1.2205784986875695e-4,0.024335268575594173,9.17367903809239e-5,8.810239568281853
Ensemble,wk inc hosp,ri,2022-2023,Influenza,0.45960205737656706,0.14804502498057806,0.16092718716166773,0.15062984523432124,0.04153225806451613,0.46774193548387094,0.7903225806451613,0.70995932160683906,0.9028859129848111,0.8151597981001847,1095610,1059.6989939,2193.1236263736264,11,364,0.04194942154384928,4.3371000635293426e-4,2.0956504770163286e-4,0.04178200521605155,0.0012626430147707887,13.625494808257955
Ensemble,wk inc hosp,ri,2023-2024,COVID-19,0.3431315942423118,0.06567130350612702,0.06440349005327066,0.21305680068291413,-0.02181818181818183,0.703030303030303,0.9757575757575757,0.5298340745094082,0.8525328494080051,0.5934794333473704,1095610,1059.6989939,2198.514705882353,11,1572,0.031318771665310816,3.2380100030055507e-4,1.560742774766199e-4,0.03119378129475562,2.182770955739897e-4,11.549275487728172
Ensemble,wk inc hosp,ri,2023-2024,Influenza,0.30956966941568576,0.05677610107606303,0.11731369436955685,0.13547987397006586,-0.057818181818181824,0.5363636363636364,0.9090909090909091,0.4959761291107169,0.810053325478012,0.8067525156530132,1095610,1059.6989939,2198.514705882353,11,504,0.028255462200571898,2.921298134637077e-4,1.4080855069443027e-4,0.028142697219607795,6.14225534554932e-4,10.532230894951534
Ensemble,wk inc hosp,sc,2022-2023,COVID-19,0.22559410476591624,0.04893397890868806,0.02889974019747731,0.14776038565975086,0.055989847715736035,0.751269035532995,0.9796954314720813,0.3176547327798186,0.9013108466830534,0.4138316155306424,5190705,172.65344876,9991.381868131868,62,13439,0.004346116852449065,0.001306629588844804,2.2578869243849303e-5,0.003638614592998649,1.678652464959567e-5,17.120933533222903
Ensemble,wk inc hosp,sc,2022-2023,Influenza,0.24949121223270007,0.06518516232817054,0.07613058098839752,0.10817546891613201,0.03782258064516128,0.6129032258064516,0.782258064516129,0.325680579845416,0.8385315314594562,0.7942619394393073,5190705,172.65344876,9991.381868131868,62,3222,0.0048064995454894874,0.001445040420707204,2.497064125118346e-5,0.00402405181020484,7.743364749618251e-5,14.802204899711668
Ensemble,wk inc hosp,sc,2023-2024,COVID-19,0.2756015979534597,0.04858365346752991,0.05538141687136357,0.17163652761456621,-0.06545454545454546,0.6848484848484848,0.9818181818181818,0.40556365799061556,0.7801784222936857,0.461960388498048,5190705,172.65344876,9969.985294117649,62,8405,0.005309521499554678,0.0015962704477254003,2.764312983651704e-5,0.004445187063765479,3.2790196068228394e-5,14.650989173973139
Ensemble,wk inc hosp,sc,2023-2024,Influenza,0.2649084509703553,0.04523548240148276,0.11402205827159546,0.10565091029727708,-0.20681818181818182,0.5181818181818182,0.7727272727272727,0.3862184018710935,0.8069174908319804,0.6571244405230177,5190705,172.65344876,9969.985294117649,62,4258,0.005103515822424031,0.0015343362838850442,2.6570595959319306e-5,0.004272716951134763,6.221429097471943e-5,23.535087981535973
Ensemble,wk inc hosp,sd,2022-2023,COVID-19,0.26043621949638796,0.0583226582180581,0.029535394906353325,0.17257816637197654,0.004314720812182734,0.7918781725888325,0.9847715736040609,0.36972699330083386,0.8035353938077258,0.5403440821132206,895376,11.810848986,2178.337912087912,57,2724,0.029086799232544532,0.022050592620826516,1.195573092912673e-4,0.004569056482392771,9.560801009412186e-5,11.178789947159606
Ensemble,wk inc hosp,sd,2022-2023,Influenza,0.3970929607706192,0.09501330192498847,0.16750849871922366,0.13457116012640707,-0.09338709677419356,0.3629032258064516,0.7661290322580645,0.599291628692235,0.9011312617496753,0.8517919375480052,895376,11.810848986,2178.337912087912,57,835,0.04434929691778864,0.03362103446088538,1.8229171817976122e-4,0.006966543171414372,4.7556043206062174e-4,13.15879487478595
Ensemble,wk inc hosp,sd,2023-2024,COVID-19,0.29952372715530146,0.027455550910778243,0.0645939644699728,0.20747421177455044,-0.15484848484848487,0.7393939393939394,0.9939393939393939,0.4207449599715255,0.8002811778064678,0.5219435677308447,895376,11.810848986,2207.563725490196,57,1934,0.03345228453245357,0.02536005053576946,1.3568067082131067e-4,0.005254802230794762,1.5487266140398214e-4,11.222393813428667
Ensemble,wk inc hosp,sd,2023-2024,Influenza,0.35943009796784725,0.0725984323863877,0.15130834044908895,0.1355233251323706,-0.15927272727272726,0.43636363636363634,0.7909090909090909,0.5432310077686536,0.846382573061139,0.8708879889330068,895376,11.810848986,2207.563725490196,57,663,0.040142922969551034,0.030432198260590584,1.628175412639718e-4,0.006305791192418373,5.421268445970547e-4,12.559955424051983
Ensemble,wk inc hosp,tn,2022-2023,COVID-19,0.20002580093820257,0.05923771327398999,0.014336689228804073,0.1264513984354085,0.1530456852791878,0.6903553299492385,0.9949238578680203,0.29306112612533214,0.7488632287637502,0.4002521466518139,6975218,169.16790214,18430.85714285714,104,17506,0.0028676637911274256,0.0011824098922304138,1.0852767149558334e-5,0.0019233250090211786,1.1426128238215616e-5,13.835153136302281
Ensemble,wk inc hosp,tn,2022-2023,Influenza,0.3000835056617694,0.10127111692944875,0.07770599834067013,0.1211063903916505,0.054758064516129024,0.5241935483870968,0.7903225806451613,0.43227626948683906,0.8430550915059974,0.6593860564794373,6975218,169.16790214,18430.85714285714,104,4917,0.004302138021518028,0.001773879689147095,1.6281581661440332e-5,0.0028854183236708595,6.102979574166553e-5,20.083157683718177
Ensemble,wk inc hosp,tn,2023-2024,COVID-19,0.2964327925603077,0.04038833280871665,0.08382411883939862,0.1722203409121924,-0.1387878787878788,0.6060606060606061,0.9636363636363636,0.4704321800090087,0.8068585857513957,0.43526340743772135,6975218,169.16790214,20646.980392156864,106,10562,0.004249799684544737,0.0017522992766972176,1.435719833748247e-5,0.0027965357788708274,2.8065971649337974e-5,16.290045558458576
Ensemble,wk inc hosp,tn,2023-2024,Influenza,0.19325083385955366,0.02493627432852734,0.07304771275897448,0.09526684677205183,-0.16345454545454544,0.5727272727272728,0.9454545454545454,0.2917508794382112,0.7621131718454457,0.6068611895499066,6975218,169.16790214,20646.980392156864,106,4997,0.0027705346823504824,0.001142361118243478,9.359762550700321e-6,0.0018231210741467326,3.867337079438736e-5,16.69215198617825
Ensemble,wk inc hosp,tx,2022-2023,COVID-19,0.17884846906122973,0.06279586303613954,0.015061045664691332,0.10099156036039886,0.28944162436548226,0.6243654822335025,0.9949238578680203,0.2946825505779353,0.790478022387809,0.37617244956008195,29527941,113.01820138,54953.73626373626,432,80346,6.056923138028138e-4,0.0015824749188839882,3.254527921502784e-6,4.140010857898836e-4,2.2259785062259445e-6,19.08371804683915
Ensemble,wk inc hosp,tx,2022-2023,Influenza,0.22027791793748683,0.05561551387366092,0.07116853110386284,0.09349387295996307,-0.02395161290322581,0.5967741935483871,0.75,0.2732583904215077,0.8009194634229864,0.5638182586474336,29527941,113.01820138,54953.73626373626,432,22133,7.459982324452858e-4,0.0019490481643469847,4.0084247753477555e-6,5.099025878182565e-4,9.952465455992717e-6,28.698890200857264
Ensemble,wk inc hosp,tx,2023-2024,COVID-19,0.2257393164129632,0.04772941690428136,0.04137263349750577,0.13663726601117604,0.020303030303030302,0.6424242424242425,0.9939393939393939,0.35712838561440263,0.7395039210759321,0.3450338352397409,29527941,113.01820138,54211.00490196078,435,38011,7.644939293700268e-4,0.001997371340691948,4.164086550714324e-6,5.189409572711797e-4,5.938789203466449e-6,24.55456127890152
Ensemble,wk inc hosp,tx,2023-2024,Influenza,0.16628825089640464,0.003240073426371398,0.0832970108112895,0.07975116665874372,-0.3930909090909091,0.5636363636363636,0.8636363636363636,0.2525508669304098,0.7445470403255761,0.6173146861693907,29527941,113.01820138,54211.00490196078,435,19961,5.631555918389456e-4,0.0014713404466356289,3.0674260917526374e-6,3.822718411411601e-4,8.330657326607116e-6,23.269124923669537
Ensemble,wk inc hosp,us,2022-2023,COVID-19,0.11186157763421054,0.027906171205378184,0.0070803925864886845,0.07687501384234366,0.18071065989847715,0.8071065989847716,1,0.16788698801491606,0.7470166303858776,0.28447108677384886,331893745,93.940076244,NA,NA,1033831,3.3704033088725595e-5,0.0011907758872119843,NA,NA,1.0820102863447752e-7,30.88740683149327
Ensemble,wk inc hosp,us,2022-2023,Influenza,0.2471014549912278,0.06825162985850552,0.07890264733947394,0.0999471777932483,-0.08903225806451613,0.6612903225806451,0.75,0.28885819955627456,0.8613872956489961,0.4961696097567705,331893745,93.940076244,NA,NA,230567,7.445197709020632e-5,0.0026304157381074117,NA,NA,1.0717121487083051e-6,36.496468224126055
Ensemble,wk inc hosp,us,2023-2024,COVID-19,0.18392510420401317,0.040685860055708414,0.049047061417336085,0.09419218273096869,-0.05345454545454545,0.5212121212121212,0.9636363636363636,0.3046120216337274,0.6998881935595511,0.2995181450599066,331893745,93.940076244,NA,NA,535994,5.5416863672442266e-5,0.0019578981789016865,NA,NA,3.4314769233240145e-7,33.224486474105305
Ensemble,wk inc hosp,us,2023-2024,Influenza,0.17163123640311778,0.023005195070654964,0.08074439820412882,0.06788164312833399,-0.26736363636363636,0.42727272727272725,0.9,0.27960438850914027,0.7432297458581621,0.5468883532626478,331893745,93.940076244,NA,NA,230989,5.171270594542774e-5,0.0018270289238143977,NA,NA,7.430277476551602e-7,33.92262066585094
Ensemble,wk inc hosp,ut,2022-2023,COVID-19,0.24088933441680602,0.0819274262059825,0.02296934297018932,0.1359925652406342,0.13228426395939086,0.6954314720812182,0.9543147208121827,0.371065133677161,0.7322871004625652,0.4328281154530979,3337975,40.520795603,5831.75,49,7218,0.007216630874012118,0.005944832297393773,4.130652624286124e-5,0.0049161088656491025,3.337341845619369e-5,10.539213484418198
Ensemble,wk inc hosp,ut,2022-2023,Influenza,0.4002704054236899,0.12287681470357735,0.11055770019462376,0.16683589052548883,-0.065,0.532258064516129,0.7983870967741935,0.5676813731615343,0.8689961353458223,0.7897468682449456,3337975,40.520795603,5831.75,49,587,0.011991414118550614,0.009878147737900177,6.863641367062886e-5,0.008168783784156936,6.818916617098636e-4,12.531463175098134
Ensemble,wk inc hosp,ut,2023-2024,COVID-19,0.23146454010728004,0.024353347611478414,0.040471436872278534,0.1666397556235231,-0.0596969696969697,0.8121212121212121,0.9939393939393939,0.3148634355266075,0.7195867979080033,0.3683553590378312,3337975,40.520795603,5892.46568627451,49,3959,0.0069342802180148155,0.005712240755957499,3.928144047515407e-5,0.004723766124638368,5.8465405432503166e-5,10.659876498081978
Ensemble,wk inc hosp,ut,2023-2024,Influenza,0.3157811072058438,0.1038968533153215,0.07352006489213368,0.1383641889983886,0.01836363636363635,0.6,0.8636363636363636,0.4740030528830641,0.8124443330663127,0.7597338289064064,3337975,40.520795603,5892.46568627451,49,578,0.009460259804397691,0.00779306285838239,5.359065695391351e-5,0.006444512391955996,5.463340955118405e-4,10.929318820127998
Ensemble,wk inc hosp,va,2022-2023,COVID-19,0.18605599189271396,0.03780670202911715,0.02786722860749482,0.12038206125610197,0.02736040609137056,0.7258883248730964,0.9695431472081218,0.2709765627047615,0.7609995458682467,0.40045447304991977,8642274,218.89051189,16829.304945054944,86,21676,0.002152859211507457,8.499956909334357e-4,1.1055476889874998e-5,0.0021634417661943483,8.58350211721323e-6,15.992573426486134
Ensemble,wk inc hosp,va,2022-2023,Influenza,0.25432480597320617,0.060942994439423526,0.09215776329068624,0.1012240482430964,-0.0503225806451613,0.6451612903225806,0.8225806451612904,0.3384813728916692,0.8585419173855735,0.7629742618225431,8642274,218.89051189,16829.304945054944,86,5281,0.002942799614698703,0.0011618813614955275,1.5112020775874999e-5,0.0029572651857349553,4.8158455969173675e-5,19.548579786086005
Ensemble,wk inc hosp,va,2023-2024,COVID-19,0.2372015810671169,0.029564303177985033,0.06894588371490924,0.13869139417422263,-0.1481818181818182,0.6060606060606061,0.9575757575757575,0.3592218289379896,0.7786216569900254,0.44467149627423846,8642274,218.89051189,16798.823529411766,87,15377,0.002744666288839221,0.0010836540104868448,1.412013053484483e-5,0.002726454954794447,1.542573850992501e-5,17.05049090710068
Ensemble,wk inc hosp,va,2023-2024,Influenza,0.23468020498354547,0.04717897289810333,0.0948473804394174,0.09265385164602476,-0.14845454545454545,0.4818181818181818,0.8818181818181818,0.3560204095241224,0.8011446010980147,0.6996185760456255,8642274,218.89051189,16798.823529411766,87,5740,0.0027154913739548814,0.0010721351188647242,1.397003811443474e-5,0.0026974736205005226,4.088505313302186e-5,21.00733189395312
Ensemble,wk inc hosp,vt,2022-2023,COVID-19,0.2703931102063222,0.06198607401307193,0.022164776690250063,0.18624225950300016,0.05253807106598984,0.8324873096446701,0.9949238578680203,0.4076950369557093,0.8327094077182642,0.6006607492183758,645570,70.037811804,1184.2197802197802,14,1568,0.04188439831564698,0.00386067330262993,2.2833017546467575e-4,0.01931379358616587,1.724445855907667e-4,12.096139758570157
Ensemble,wk inc hosp,vt,2022-2023,Influenza,0.5229254821243637,0.16370587412869414,0.20404380107678327,0.15517580691888636,0.00830645161290323,0.5161290322580645,0.7741935483870968,0.7981959956457533,0.9142994700058905,0.809260209753495,645570,70.037811804,1184.2197802197802,14,401,0.0810021348768319,0.007466330952596929,4.4157806756724973e-4,0.03735182015174027,0.0013040535713824532,12.253090307416581
Ensemble,wk inc hosp,vt,2023-2024,COVID-19,0.28373644047521024,0.06142855228956876,0.021044297650699765,0.20126359053494175,0.06363636363636362,0.8363636363636363,1,0.41065342247094777,0.8299029678007322,0.5824547004686815,645570,70.037811804,1181.093137254902,14,918,0.04395130512186289,0.004051189395654498,2.4023206259133023e-4,0.02026688860537216,3.0908108984227696e-4,12.002216210186766
Ensemble,wk inc hosp,vt,2023-2024,Influenza,0.23466487886306375,0.0353679792123091,0.071163336589683407,0.12813356306107124,-0.10863636363636364,0.5818181818181818,0.9727272727272728,0.37929495077337305,0.7529654667293108,0.7590871127160251,645570,70.037811804,1181.093137254902,14,390,0.036350028480732335,0.003350545552733296,1.986844825874377e-4,0.01676177706164741,6.017048175975993e-4,10.442786672098837
